ORF,Name,Allele,Strain ID,Num_cells,Num_cells_outliers,Penetrance,normal,Cluster_normal-0,Cluster_normal-1,Cluster_normal-10,Cluster_normal-11,Cluster_normal-2,Cluster_normal-3,Cluster_normal-4,Cluster_normal-5,Cluster_normal-6,Cluster_normal-7,Cluster_normal-8,Cluster_normal-9
YGL173C,XRN1,,dma1708,65,26,0.4,1.0,0.3461538461538461,0.0,0.0,0.1153846153846153,0.0,0.0,0.3846153846153846,0.0,0.0,0.1153846153846153,0.0,0.0384615384615384
YJR057W,CDC8,cdc8-2,tsa22-37C,34,28,0.8235294117647058,1.0,0.0,0.0,0.0357142857142857,0.1071428571428571,0.1071428571428571,0.0357142857142857,0.3571428571428571,0.0,0.0,0.2857142857142857,0.0357142857142857,0.0357142857142857
YFL039C,ACT1,act1-119,tsa215-37C,123,103,0.8373983739837398,1.0,0.0776699029126213,0.0,0.0388349514563106,0.3106796116504854,0.1067961165048543,0.0388349514563106,0.1067961165048543,0.0097087378640776,0.1067961165048543,0.1359223300970873,0.0679611650485436,0.0
YLR305C,STT4,stt4-4,tsa123-37C,321,279,0.8691588785046729,1.0,0.057347670250896,0.007168458781362,0.014336917562724,0.4695340501792114,0.078853046594982,0.010752688172043,0.1505376344086021,0.0,0.07168458781362,0.1326164874551971,0.007168458781362,0.0
YNL138W,SRV2,srv2-ts,tsa675-37C,79,68,0.8607594936708861,1.0,0.0588235294117647,0.0294117647058823,0.0441176470588235,0.3529411764705882,0.1323529411764706,0.0441176470588235,0.1764705882352941,0.0,0.0441176470588235,0.1029411764705882,0.0,0.0147058823529411
YOR020C,HSP10,hsp10-ts,tsa681-37C,279,240,0.8602150537634409,1.0,0.0375,0.0208333333333333,0.0125,0.3166666666666666,0.1416666666666666,0.0125,0.1458333333333333,0.0166666666666666,0.1708333333333333,0.0958333333333333,0.0166666666666666,0.0125
YJR057W,CDC8,cdc8-1,tsa407-37C,40,37,0.925,1.0,0.0,0.0,0.0,0.3243243243243243,0.027027027027027,0.0,0.4864864864864865,0.0,0.054054054054054,0.1081081081081081,0.0,0.0
YMR227C,TAF7,taf7-ts1,tsa638-37C,138,117,0.8478260869565217,1.0,0.0512820512820512,0.0512820512820512,0.017094017094017,0.2564102564102564,0.1709401709401709,0.0256410256410256,0.1367521367521367,0.0085470085470085,0.1367521367521367,0.1111111111111111,0.0256410256410256,0.0085470085470085
YNL118C,DCP2,dcp2-7d,tsa754-37C,81,77,0.9506172839506172,1.0,0.0129870129870129,0.0,0.0,0.3376623376623376,0.0259740259740259,0.0,0.5714285714285714,0.0,0.0389610389610389,0.0129870129870129,0.0,0.0
YOR057W,SGT1,sgt1-5,tsa427-37C,330,296,0.896969696969697,1.0,0.0202702702702702,0.0,0.0,0.5135135135135135,0.0405405405405405,0.0135135135135135,0.2094594594594594,0.0067567567567567,0.0945945945945946,0.0945945945945946,0.0067567567567567,0.0
YIL118W,RHO3,rho3-1,tsa654-37C,216,175,0.8101851851851852,1.0,0.04,0.0171428571428571,0.0457142857142857,0.2685714285714285,0.1485714285714285,0.0457142857142857,0.1028571428571428,0.0628571428571428,0.1371428571428571,0.0914285714285714,0.0285714285714285,0.0114285714285714
YDR238C,SEC26,sec26-f856aw860a,tsa721-37C,319,245,0.768025078369906,1.0,0.0408163265306122,0.0775510204081632,0.1551020408163265,0.1224489795918367,0.1061224489795918,0.0653061224489796,0.1591836734693877,0.036734693877551,0.0938775510204081,0.0979591836734693,0.0285714285714285,0.0163265306122449
YDL008W,APC11,apc11-22,tsa719-37C,93,77,0.8279569892473119,1.0,0.0909090909090909,0.0259740259740259,0.0129870129870129,0.3636363636363636,0.0129870129870129,0.0,0.2077922077922078,0.0,0.0909090909090909,0.1298701298701298,0.0519480519480519,0.0129870129870129
YNL118C,DCP2,dcp2-7,tsa743-37C,456,382,0.8377192982456141,1.0,0.0366492146596858,0.0104712041884816,0.0026178010471204,0.369109947643979,0.0785340314136125,0.0078534031413612,0.1649214659685864,0.0183246073298429,0.1308900523560209,0.1518324607329843,0.0157068062827225,0.013089005235602
YMR298W,LIP1,lip1-5001,tsa1059-37C,198,161,0.8131313131313131,1.0,0.0372670807453416,0.0,0.0186335403726708,0.3478260869565217,0.2049689440993788,0.0062111801242236,0.1677018633540372,0.0186335403726708,0.0372670807453416,0.1428571428571428,0.0,0.0186335403726708
YDR167W,TAF10,taf10-ts34,tsa957-37C,138,114,0.8260869565217391,1.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,0.3508771929824561,0.2105263157894736,0.0175438596491228,0.1403508771929824,0.0263157894736842,0.1052631578947368,0.1140350877192982,0.0,0.0087719298245614
YIL046W,MET30,met30-6,tsa948-37C,178,135,0.7584269662921348,1.0,0.0814814814814814,0.0,0.0,0.3481481481481481,0.1851851851851851,0.0074074074074074,0.1407407407407407,0.0,0.1111111111111111,0.1185185185185185,0.0074074074074074,0.0
YGR172C,YIP1,yip1-4,tsa980-37C,108,76,0.7037037037037037,1.0,0.1447368421052631,0.0526315789473684,0.0789473684210526,0.1184210526315789,0.1052631578947368,0.0263157894736842,0.1447368421052631,0.0394736842105263,0.0921052631578947,0.1052631578947368,0.0526315789473684,0.0394736842105263
YBL040C,ERD2,erd2-5001,tsa1072-37C,151,114,0.7549668874172185,1.0,0.0614035087719298,0.0087719298245614,0.043859649122807,0.1140350877192982,0.0350877192982456,0.0701754385964912,0.219298245614035,0.0087719298245614,0.1578947368421052,0.175438596491228,0.087719298245614,0.0175438596491228
YBR135W,CKS1,cks1-35,tsa923-37C,58,48,0.8275862068965517,1.0,0.0625,0.0,0.0,0.2083333333333333,0.0416666666666666,0.0,0.2916666666666667,0.0,0.0208333333333333,0.375,0.0,0.0
YER090W,TRP2,trp2,tsa211-37C,24,23,0.9583333333333334,1.0,0.0434782608695652,0.0434782608695652,0.0,0.0869565217391304,0.0,0.0,0.782608695652174,0.0,0.0434782608695652,0.0,0.0,0.0
